,电影名称,电影类型,导演,主演,评价人数,评分,国家/地区,年代,图片
750,Jose与虎与鱼们 ジョゼと虎と魚たち,剧情 / 爱情,犬童一心,妻夫木聪 / 池胁千鹤 / 上野树里,12273,8.3,日本,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560227054.jpg
751,禁忌的游戏 Jeux interdits,剧情 / 战争,雷内·克莱芒,乔吉斯·伯乔利 / 布丽吉特·佛西 / 阿梅代,4490,8.4,法国,20世纪50年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p631114202.jpg
752,巴尼的人生 Barney's Version,剧情,理查德·J·刘易斯,保罗·吉亚玛提 / 裴淳华 / 明妮·德里弗,9534,8.3,加拿大/意大利,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1150554855.jpg
753,唐人街 Chinatown,犯罪 / 剧情 / 悬疑 / 惊悚,罗曼·波兰斯基,杰克·尼科尔森 / 费·唐纳薇 / 约翰·休斯顿,46461,8.4,美国,20世纪70年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2290719289.jpg
754,白日梦想家 The Secret Life of Walter Mitty,剧情 / 喜剧 / 冒险,本·斯蒂勒,本·斯蒂勒 / 克里斯汀·韦格 / 亚当·斯科特,316324,8.5,美国/英国,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2160195181.jpg
755,不能没有你,剧情 / 家庭,戴立忍,陈文彬 / 赵祐萱 / 林志儒,30909,8.3,中国台湾,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p936364155.jpg
756,情不自禁,剧情,方刚亮,潘粤明 / 邬玉君 / 陈友旺,14896,8.4,中国大陆,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2463321941.jpg
757,"哥哥我爱你 안녕, 형아",剧情,林泰亨,朴智彬 / 裴宗玉 / 朴元尚,6526,8.2,韩国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p532706995.jpg
758,魔幻时刻 ザ・マジックアワー,喜剧,三谷幸喜,佐藤浩市 / 妻夫木聪 / 深津绘里,27679,8.3,日本,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p637438422.jpg
759,客途秋恨,剧情 / 家庭,许鞍华,陆小芬 / 张曼玉 / 李子雄,14250,8.5,中国香港/中国台湾,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2197624980.jpg
760,假如爱有天意 클래식,剧情 / 爱情,郭在容,孙艺珍 / 曹承佑 / 赵寅成,358872,8.4,韩国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479746811.jpg
761,八月迷情 August Rush,剧情 / 音乐 / 爱情,科斯汀·谢里丹,乔纳森·莱斯·梅耶斯 / 弗莱迪·海默 / 罗宾·威廉姆斯,147244,8.3,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792528025.jpg
762,超时空接触 Contact,剧情 / 科幻 / 悬疑 / 惊悚,罗伯特·泽米吉斯,吉娜·马隆 / 大卫·摩斯 / 朱迪·福斯特,88719,8.4,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453499268.jpg
763,小孩不笨2,喜剧 / 剧情 / 家庭,梁智强,梁智强 / 向云 / 梁文宗,8240,8.3,新加坡,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1617356989.jpg
764,告别有情天 The Remains of the Day,剧情 / 爱情,詹姆斯·伊沃里,安东尼·霍普金斯 / 艾玛·汤普森 / 詹姆斯·福克斯,17312,8.3,英国/美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1056237302.jpg
765,恋恋三季 Three Seasons,剧情,托尼·裴,Ngoc Hiep Nguyen / Ngoc Minh / Phat Trieu Hoang,9887,8.3,越南/美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p505934165.jpg
766,狂人皮埃罗 Pierrot le fou,剧情 / 爱情 / 犯罪,让-吕克·戈达尔,让-保罗·贝尔蒙多 / 安娜·卡里娜 / 贾泽拉·加瓦尼,21107,8.4,法国/意大利,20世纪60年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1283677964.jpg
767,更好的世界 Hævnen,剧情,苏珊娜·比尔,米卡埃尔·佩斯布兰特 / 崔娜·蒂虹 / 马库斯·瑞格德,24501,8.3,丹麦/瑞典,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p789131855.jpg
768,国王的演讲 The King's Speech,剧情 / 传记 / 历史,汤姆·霍伯,科林·费尔斯 / 杰弗里·拉什 / 海伦娜·伯翰·卡特,522764,8.4,英国/澳大利亚/美国,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg
769,诗 시,剧情,李沧东,尹静姬 / 李大卫 / 金熙罗,36826,8.6,韩国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p694844104.jpg
770,春天的故事 Conte de printemps,喜剧 / 剧情 / 爱情,埃里克·侯麦,Anne Teyssèdre / 休格·奎斯特 / Florence Darel,31555,8.4,法国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1715325088.jpg
771,夏天的故事 Conte d'été,剧情 / 爱情,埃里克·侯麦,梅尔维尔·珀波 / 阿曼达·朗格勒 / 格瑙西蒙,25998,8.3,法国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1404178381.jpg
772,玫瑰人生 La Môme,剧情 / 传记 / 爱情 / 音乐,奥利维埃·达昂,玛丽昂·歌迪亚 / 西尔维·泰斯蒂 / 帕斯卡尔·格雷戈里,77393,8.3,法国/英国/捷克,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447868310.jpg
773,狗镇之主 Lords of Dogtown,传记 / 剧情 / 运动,凯瑟琳·哈德威克,埃米尔·赫斯基 Emile Hirsch / 希斯·莱杰 / 约翰·罗宾逊 John Robinson,7103,8.3,美国/德国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1163848822.jpg
774,不良教育 La mala educación,剧情 / 犯罪 / 悬疑 / 惊悚 / 同性,佩德罗·阿莫多瓦,盖尔·加西亚·贝纳尔 / 费雷·马丁内兹 / 丹尼尔·希梅内斯·卡乔,34602,8.3,西班牙,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910921856.jpg
775,碟中谍4 Mission: Impossible - Ghost Protocol,动作 / 惊悚 / 冒险,布拉德·伯德,汤姆·克鲁斯 / 杰瑞米·雷纳 / 西蒙·佩吉,378837,8.3,美国,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1382432968.jpg
776,孙子从美国来,剧情 / 儿童 / 家庭,曲江涛,罗京民 / 丁佳明 / 刘天佐,67404,8.4,中国大陆,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2157878128.jpg
777,大而不倒 Too Big to Fail,剧情 / 传记 / 历史,柯蒂斯·汉森,詹姆斯·伍兹 / 约翰·赫德 / 威廉·赫特,21611,8.3,美国,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1010261467.jpg
778,红与黑 Le rouge et le noir,剧情 / 爱情,让-丹尼尔·维哈吉,卡洛尔·布盖 / 吉姆·罗斯·斯图尔特 / 朱迪丝·戈德雷什,5317,8.3,法国/意大利/德国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2509286985.jpg
779,卡桑德拉大桥 The Cassandra Crossing,剧情 / 动作 / 惊悚 / 灾难,乔治·P·科斯马图斯,索菲娅·罗兰 / 理查德·哈里斯 / 马丁·辛,25336,8.3,英国/意大利/西德,20世纪70年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1971441788.jpg
780,恐怖游轮 Triangle,剧情 / 悬疑 / 惊悚,克里斯托弗·史密斯,梅利莎·乔治 / 利亚姆·海姆斯沃斯 / 迈克尔·多曼,649608,8.5,英国/澳大利亚,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg
781,南极料理人 南極料理人,喜剧,冲田修一,堺雅人 / 生濑胜久 / 古关安广,72164,8.3,日本,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p575432919.jpg
782,搭错车,剧情 / 音乐 / 家庭,虞戡平,孙越 / 刘瑞琪 / 李立群,14280,8.3,中国香港/中国台湾,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2425218317.jpg
783,回到未来2 Back to the Future Part II,喜剧 / 科幻 / 冒险,罗伯特·泽米吉斯,迈克尔·J·福克斯 / 克里斯托弗·洛伊德 / 莉·汤普森,88800,8.5,美国,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p475857703.jpg
784,站台,剧情 / 历史,贾樟柯,王宏伟 / 赵涛 / 梁景东,54324,8.3,中国大陆/中国香港/日本/法国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910910474.jpg
785,小武,剧情,贾樟柯,王宏伟 / 郝鸿建 / 左夏初,102029,8.5,中国香港/中国大陆,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2274317161.jpg
786,秋天的童话 秋天的童話,剧情 / 爱情,张婉婷,周润发 / 钟楚红 / 陈百强,76273,8.5,中国香港,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1164872896.jpg
787,美国田园下的罪恶 An American Crime,犯罪 / 剧情,汤米·奥·哈沃,艾利奥特·佩吉 / 哈蕾·麦克法兰 / 尼克·瑟西,38146,8.3,美国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1010310013.jpg
788,英雄本色2,剧情 / 动作 / 犯罪,吴宇森,狄龙 / 张国荣 / 周润发,136068,8.4,中国香港,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2159524495.jpg
789,飓风营救 Taken,动作 / 犯罪 / 剧情 / 惊悚,皮埃尔·莫瑞尔,连姆·尼森 / 玛姬·格蕾斯 / 法米克·詹森,213554,8.3,法国/美国/英国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1595764830.jpg
790,黄海 황해,剧情 / 动作 / 犯罪,罗泓轸,河正宇 / 金允石 / 郑满植,171557,8.5,韩国/美国/中国香港,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075586949.jpg
791,率性而活 바르게 살자,喜剧,罗喜灿,郑在咏 / 孙秉浩 / 李汉伟,61166,8.3,韩国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p773565963.jpg
792,迷恋荷尔蒙 Soldier's Girl,剧情 / 爱情 / 犯罪 / 同性,弗兰克·皮尔森,特洛伊·格雷提 / 李·佩斯 / 安德鲁·布劳尔,26774,8.6,美国/加拿大,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1312964157.jpg
793,欲望号街车 A Streetcar Named Desire,剧情,伊利亚·卡赞,费雯·丽 / 马龙·白兰度 / 金·亨特,36889,8.4,美国,20世纪50年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2177784348.jpg
794,疤面煞星 Scarface,犯罪 / 剧情 / 惊悚,布莱恩·德·帕尔玛,阿尔·帕西诺 / 斯蒂文·鲍尔 / 米歇尔·菲佛,61294,8.3,美国,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p725257976.jpg
795,当哈利遇到莎莉 When Harry Met Sally...,喜剧 / 剧情 / 爱情,罗伯·莱纳,比利·克里斯托 / 梅格·瑞恩 / 凯丽·费雪,122928,8.3,美国,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2172960925.jpg
796,魔鬼代言人 The Devil's Advocate,剧情 / 悬疑 / 惊悚,泰勒·海克福德,基努·里维斯 / 阿尔·帕西诺 / 查理兹·塞隆,114491,8.3,美国/德国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1695006057.jpg
797,银翼杀手 Blade Runner,科幻 / 惊悚,雷德利·斯科特,哈里森·福特 / 鲁特格尔·哈尔 / 肖恩·杨,192298,8.5,美国/中国香港,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p868550285.jpg
798,星球大战2：帝国反击战 Star Wars: Episode V - The Empire Strikes Back,动作 / 冒险 / 科幻,厄文·克什纳,马克·哈米尔 / 哈里森·福特 / 凯丽·费雪,86994,8.4,美国,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p732937546.jpg
799,奔腾年代 Seabiscuit,剧情 / 历史 / 运动,盖瑞·罗斯,托比·马奎尔 / 杰夫·布里吉斯 / 克里斯·库珀,31828,8.4,美国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p845519371.jpg
800,追击者 추격자,犯罪 / 剧情 / 惊悚,罗泓轸,河正宇 / 金允石 / 徐英姬,194020,8.4,韩国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2496896804.jpg
801,异次元骇客 The Thirteenth Floor,科幻 / 悬疑 / 惊悚,约瑟夫·鲁斯纳克,克雷格·比尔克 / 阿明·缪勒-斯塔尔 / 格瑞辰·摩尔,87764,8.4,美国/德国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1932438619.jpg
802,王牌对王牌 The Negotiator,动作 / 犯罪 / 剧情 / 悬疑 / 惊悚,F·加里·格雷,塞缪尔·杰克逊 / 凯文·史派西 / 大卫·摩斯,100156,8.5,美国/德国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1971419890.jpg
803,赌城风云 Casino,传记 / 犯罪 / 剧情,马丁·斯科塞斯,罗伯特·德尼罗 / 莎朗·斯通 / 乔·佩西,34781,8.3,美国/法国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1236519296.jpg
804,一级恐惧 Primal Fear,剧情 / 犯罪 / 悬疑,格里高利·霍布里特,理查·基尔 / 爱德华·诺顿 / 劳拉·琳妮,166903,8.5,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150407027.jpg
805,阳光下的罪恶 Evil Under the Sun,犯罪 / 悬疑,盖伊·汉弥尔顿,彼得·乌斯蒂诺夫 / 玛吉·史密斯 / 科林·布莱克利,30142,8.3,英国,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2173899536.jpg
806,桂河大桥 The Bridge on the River Kwai,剧情 / 历史 / 战争,大卫·里恩,威廉·霍尔登 / 亚历克·吉尼斯 / 杰克·霍金斯,20777,8.4,英国/美国,20世纪50年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2233749387.jpg
807,激辩风云 The Great Debaters,传记 / 剧情,丹泽尔·华盛顿,丹泽尔·华盛顿 / 内特·派克 / 朱尼·斯莫利特,20268,8.3,美国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p457136953.jpg
808,荒野大镖客 Per un pugno di dollari,动作 / 西部,赛尔乔·莱昂内,克林特·伊斯特伍德 / 吉安·马里亚·沃隆特 / 沃尔夫冈·路卡西,49183,8.4,意大利/西班牙/西德,20世纪60年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178157710.jpg
809,薄荷糖 박하사탕,剧情,李沧东,薛景求 / 文素丽 / 金汝珍,44396,8.5,韩国/日本,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2519637549.jpg
810,美好事物 Beautiful Thing,剧情 / 喜剧 / 爱情 / 同性,希提·麦克唐纳,林达亨利 / 格伦·贝里 / 斯考特·尼尔,10412,8.3,英国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2456957300.jpg
811,星球大战 Star Wars,动作 / 科幻 / 冒险,乔治·卢卡斯,哈里森·福特 / 马克·哈米尔 / 凯丽·费雪,113708,8.4,美国,20世纪70年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p732941361.jpg
812,理智与情感 Sense and Sensibility,剧情 / 爱情,李安,艾玛·汤普森 / 凯特·温丝莱特 / 休·格兰特,107360,8.4,美国/英国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2493639845.jpg
813,黑皮书 Zwartboek,剧情 / 惊悚 / 战争,保罗·范霍文,卡里斯·范·侯登 / 塞巴斯蒂安·科赫 / 汤姆·霍夫曼,65594,8.4,荷兰/德国/英国/比利时,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2198811825.jpg
814,我自己的爱达荷 My Own Private Idaho,剧情 / 爱情 / 同性,格斯·范·桑特,瑞凡·菲尼克斯 / 基努·里维斯 / 詹姆斯·拉索,53128,8.3,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p906164765.jpg
815,新不了情,剧情 / 爱情,尔冬升,刘青云 / 袁咏仪 / 刘嘉玲,52794,8.3,中国香港,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2250690647.jpg
816,角斗士 Gladiator,剧情 / 动作 / 冒险,雷德利·斯科特,罗素·克劳 / 华金·菲尼克斯 / 康妮·尼尔森,188602,8.5,美国/英国/马耳他/摩洛哥,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1601948450.jpg
817,暗战 暗戰,动作 / 剧情 / 犯罪,杜琪峰,刘德华 / 刘青云 / 蒙嘉慧,197521,8.5,中国香港,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2001994907.jpg
818,兵临城下 Enemy at the Gates,剧情 / 历史 / 战争,让-雅克·阿诺,裘德·洛 / 艾德·哈里斯 / 蕾切尔·薇兹,159674,8.5,美国/德国/英国/爱尔兰,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1591033712.jpg
819,天生一对 The Parent Trap,儿童 / 喜剧 / 爱情 / 家庭,南希·迈耶斯,琳赛·洛翰 / 丹尼斯·奎德 / 娜塔莎·理查德森,156685,8.4,美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p887207893.jpg
820,星球大战3：绝地归来 Star Wars: Episode VI - Return of the Jedi,动作 / 科幻 / 冒险,理查德·马昆德,马克·哈米尔 / 哈里森·福特 / 安东尼·丹尼尔斯,79467,8.4,美国,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p732934345.jpg
821,嫌疑人X的献身 容疑者Xの献身,犯罪 / 剧情 / 悬疑,西谷弘,福山雅治 / 柴崎幸 / 堤真一,189649,8.4,日本,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p698531629.jpg
822,神探,动作 / 犯罪 / 悬疑 / 惊悚,杜琪峰 / 韦家辉,刘青云 / 安志杰 / 林家栋,212208,8.5,中国香港,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1349162079.jpg
823,落水狗 Reservoir Dogs,惊悚 / 犯罪,昆汀·塔伦蒂诺,哈威·凯特尔 / 蒂姆·罗斯 / 迈克尔·马德森,170991,8.4,美国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1851340431.jpg
824,马拉松 말아톤,剧情 / 传记 / 运动,郑胤澈,曹承佑 / 李基英 / 金美淑,13795,8.3,韩国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p632331750.jpg
825,真爱满行囊 Je m'appelle Elisabeth,剧情,尚皮耶·亚莫斯,Alba Gaïa Kraghede Bellugi / 斯特凡纳·弗雷斯 / 玛丽亚·德·梅黛洛,13186,8.3,法国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p674583978.jpg
826,真相至上 Nothing But the Truth,剧情 / 悬疑,罗德·拉里,凯特·贝金赛尔 / 马特·狄龙 / 维拉·法米加,30265,8.3,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204199029.jpg
827,深海长眠 Mar adentro,传记 / 剧情,亚历杭德罗·阿梅纳瓦尔,哈维尔·巴登 / 洛拉·杜埃尼亚斯 / 阿尔维托·阿玛里利亚,18569,8.3,西班牙/法国/意大利,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p646744389.jpg
828,理查德·朱维尔的哀歌 Richard Jewell,剧情 / 传记 / 犯罪,克林特·伊斯特伍德,保罗·沃尔特·豪泽 / 山姆·洛克威尔 / 凯西·贝茨,94336,8.2,美国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2578705064.jpg
829,暖暖内含光 Eternal Sunshine of the Spotless Mind,剧情 / 爱情 / 科幻,米歇尔·贡德里,金·凯瑞 / 凯特·温丝莱特 / 伊利亚·伍德,209583,8.5,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p479565065.jpg
